"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","variant"
"53","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. glabrum",2009,"Bed 3 North America (Alpine Garden)","","","Tree","","","","","Siskiyous, FSR. 4201, Fiddler Mt.","seed",990,NA,NA,NA,"United States of America","","Hine, Brent Allyn","Acer glabrum Torr. var. glabrum","2009-0154.02","","39400/0-0620-2009","BAH.07-030S","","W",2,"","Hine, Brent",NA,"2019-06-18","O","Planting","2009-0154","UBC Botanical Garden",154,"BAH.07-030S","UBC","Acer","Section 1","1","35","glabrum"
"54","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. diffusum",2015,"Pacific Slope Woodland","","","Tree","","","","","","plant",NA,NA,NA,NA,"United States of America","","Rancho Santa Ana Botanic Garden, Claremont, CA 91711, USA","Acer glabrum var. diffusum (Greene) Smiley","2015-0151.01","","42836/0-0123-2015","","","W",1,"","",NA,"2015-01-26","P","Planting","2015-0151","UBC Botanical Garden",151,"","UBC","Acer","","1","1","diffusum"
"55","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. douglasii",1974,"Rainforest - Southeast most bed adjacent to Ropes Course","","","Shrub","","","Yellow-listed British Columbia","YW","McBride","plant",NA,NA,NA,NA,"Canada","","Dr. Warner Monroe, McBride, BC, Canada & Portland, OR, USA","Acer glabrum Torr. var. douglasii (Hook.) Dippel","1974-0423.01","","09103/0-0269-1974","","","W",1,"","Monroe, Warner",NA,"2016-05-01","O","Planting","1974-0423","UBC Botanical Garden",423,"","UBC","Acer","","1","1","douglasii"
"56","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. glabrum",2002,"Bed 2 Trough Courtyard (Alpine Garden)","","","Tree","","","","","","plant",1900,NA,NA,NA,"United States of America","","VanDusen Botanical Garden, Vancouver, BC, Canada","Acer glabrum Torr. var. glabrum","2002-0472.01","","36922/0-0240-2002","DJ.005","","W",1,"","Justice, Douglas",NA,"2020-06-11","O","Planting","2002-0472","UBC Botanical Garden",472,"DJ.005","UBC","Acer","Section 3","1","3","glabrum"
"57","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. douglasii",2016,"Rainforest - Northmost central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Hope. Silver Skagit Road South of Hope toward Skagit Valley Provincial Park","seed",150,NA,49.34259,-121.4678,"Canada","","Stormes, Ben","Acer glabrum Torr. var. douglasii (Hook.) Dippel","2016-0349.01","","","bjs.2016-0052","","W",1,"","Stormes, Ben",NA,"2019-10-07","P","Planting","2016-0349","UBC Botanical Garden",349,"bjs.2016-0052","UBC","Acer","","1","","douglasii"
"58","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. douglasii",2015,"Southmost central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Pemberton, Rutherford FSR, sw of Pemberton","seed",220,NA,50.267092,-122.879315,"Canada","","Mosquin, Daniel Patrick Kenneth","Acer glabrum Torr. var. douglasii (Hook.) Dippel","2015-0465.03","","","DM.2015-013SD","","W",3,"","Mosquin, Daniel",NA,"2016-09-30","P","Planting","2015-0465","UBC Botanical Garden",465,"DM.2015-013SD","UBC","Acer","","1","","douglasii"
"59","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. glabrum",2017,"Service Yard, Main Garden","","","Tree","","","","","At the end of forest road NF -040 Bolan Lake campground trail","seed",1647,NA,42.022111,-123.461083,"United States of America","","Royal Botanic Garden, Edinburgh EH3 5LR, Scotland, UK","Acer glabrum Torr. var. glabrum","2017-0282.01","","","EHOC-85","","W",1,"","McCheyne, Neil; David Gray & Andrew Jamieson",NA,"2020-06-03","O","Planting","2017-0282","UBC Botanical Garden",282,"EHOC-85","UBC","Acer","","2","","glabrum"
"60","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. douglasii",2015,"Southmost central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Pemberton, Rutherford FSR, sw of Pemberton","seed",220,NA,50.267092,-122.879315,"Canada","","Mosquin, Daniel Patrick Kenneth","Acer glabrum Torr. var. douglasii (Hook.) Dippel","2015-0465.05","","","DM.2015-013SD","","W",5,"","Mosquin, Daniel",NA,"2016-09-30","P","Planting","2015-0465","UBC Botanical Garden",465,"DM.2015-013SD","UBC","Acer","","1","","douglasii"
"61","Acer glabrum","Maple",NA,NA,NA,NA,NA,"Acer glabrum var. douglasii",2015,"Middle central wooded bed","","","Shrub","","","Yellow-listed British Columbia","YW","Pemberton, Rutherford FSR, sw of Pemberton","seed",220,NA,50.267092,-122.879315,"Canada","","Mosquin, Daniel Patrick Kenneth","Acer glabrum Torr. var. douglasii (Hook.) Dippel","2015-0465.02","","","DM.2015-013SD","","W",2,"","Mosquin, Daniel",NA,"2016-09-30","P","Planting","2015-0465","UBC Botanical Garden",465,"DM.2015-013SD","UBC","Acer","","1","","douglasii"
"62","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Lawson","Least concern","LC","Tree","","","","","Bolton Lake","seed",200,NA,45.716667,-67.566667,"Canada","2006-0258.05","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Acer pensylvanicum L.","2006-0258.06","","38159/0-0694-2006","NTSC:20001117.0","","W",6,"","",NA,"2020-01-09","O","Planting","2006-0258","UBC Botanical Garden",258,"NTSC:20001117.0","UBC","Acer","","1","66",""
"63","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Tradescant","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.04","","38200/0-0679-2006","","","G",4,"","",NA,"2020-02-05","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"64","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Tradescant","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","2006-0299.04","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.06","","38200/0-0679-2006","","","G",6,"","",NA,"2020-02-05","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"65","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Winter Garden","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.07","","38200/0-0679-2006","","","G",7,"","",NA,"2020-09-16","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"66","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Lawson","Least concern","LC","Tree","","","","","Bolton Lake","seed",200,NA,45.716667,-67.566667,"Canada","","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Acer pensylvanicum L.","2006-0258.05","","38159/0-0694-2006","NTSC:20001117.0","","W",5,"","",NA,"2020-01-09","O","Planting","2006-0258","UBC Botanical Garden",258,"NTSC:20001117.0","UBC","Acer","","1","66",""
"67","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2019,"Service Yard, Main Garden","Least concern","LC","Tree","","","","","Lake Temagami","seed",209,NA,46.904395,-80.081475,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Acer pensylvanicum L.","2019-1021.88","","","bjs.19.25","","W",88,"","Stormes, Ben",NA,"2020-09-19","O","Planting","2019-1021","UBC Botanical Garden",1021,"bjs.19.25","UBC","Acer","","3","",""
"68","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Catesby","Least concern","LC","Tree","","","","","Bolton Lake","seed",200,NA,45.716667,-67.566667,"Canada","2006-0258.01","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Acer pensylvanicum L.","2006-0258.02","","38159/0-0694-2006","NTSC:20001117.0","","W",2,"","",NA,"2019-07-31","O","Planting","2006-0258","UBC Botanical Garden",258,"NTSC:20001117.0","UBC","Acer","","1","66",""
"69","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Tradescant","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","2006-0299.04","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.05","","38200/0-0679-2006","","","G",5,"","",NA,"2020-02-05","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"70","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Catesby","Least concern","LC","Tree","","","","","Bolton Lake","seed",200,NA,45.716667,-67.566667,"Canada","","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Acer pensylvanicum L.","2006-0258.01","","38159/0-0694-2006","NTSC:20001117.0","","W",1,"","",NA,"2019-07-31","O","Planting","2006-0258","UBC Botanical Garden",258,"NTSC:20001117.0","UBC","Acer","","1","66",""
"71","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Catesby","Least concern","LC","Tree","","","","","Bolton Lake","seed",200,NA,45.716667,-67.566667,"Canada","2006-0258.01","c/o CA Forest Service-Atlantic Centre, POB 4000, Fredericton, NB E3B 5P7","Acer pensylvanicum L.","2006-0258.03","","38159/0-0694-2006","NTSC:20001117.0","","W",3,"","",NA,"2019-07-31","O","Planting","2006-0258","UBC Botanical Garden",258,"NTSC:20001117.0","UBC","Acer","","1","66",""
"72","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Clayton","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.01","","38200/0-0679-2006","","","G",1,"","",NA,"2019-08-01","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"73","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Clayton","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.03","","38200/0-0679-2006","","","G",3,"","",NA,"2019-08-01","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"74","Acer pensylvanicum","Maple",NA,NA,NA,NA,NA,"Acer pensylvanicum",2006,"Clayton","Least concern","LC","Tree","","","","","","seed",NA,NA,NA,NA,"","2006-0299.01","Darrell Probst, USA","Acer pensylvanicum L.","2006-0299.02","","38200/0-0679-2006","","","G",2,"","",NA,"2019-08-01","O","Planting","2006-0299","UBC Botanical Garden",299,"","UBC","Acer","","1","80",""
"75","Acer rubrum","Maple",NA,NA,NA,NA,NA,"Acer rubrum",2017,"Gray","Least concern","LC","Tree","","","","","Narrows Island crown land, Lake Temagami","plant",NA,NA,46.932305,-80.098145,"Canada","2017-0250.01","Stormes, Ben","Acer rubrum L.","2017-0250.03","","","bjs.17.036","","W",3,"","Stormes, Ben",NA,"2020-02-11","O","Planting","2017-0250","UBC Botanical Garden",250,"bjs.17.036","UBC","Acer","","1","3",""
"76","Acer rubrum","Maple",NA,NA,NA,NA,NA,"Acer rubrum",2017,"Gray","Least concern","LC","Tree","","","","","Narrows Island crown land, Lake Temagami","plant",NA,NA,46.932305,-80.098145,"Canada","2017-0250.01","Stormes, Ben","Acer rubrum L.","2017-0250.02","","","bjs.17.036","","W",2,"","Stormes, Ben",NA,"2020-02-11","O","Planting","2017-0250","UBC Botanical Garden",250,"bjs.17.036","UBC","Acer","","1","3",""
"77","Acer rubrum","Maple",NA,NA,NA,NA,NA,"Acer rubrum",2017,"Gray","Least concern","LC","Tree","","","","","Narrows Island crown land, Lake Temagami","plant",NA,NA,46.932305,-80.098145,"Canada","","Stormes, Ben","Acer rubrum L.","2017-0250.01","","","bjs.17.036","","W",1,"","Stormes, Ben",NA,"2020-02-11","O","Planting","2017-0250","UBC Botanical Garden",250,"bjs.17.036","UBC","Acer","","1","3",""
"78","Acer rubrum","Maple",NA,NA,NA,NA,NA,"Acer rubrum",2011,"Asian Garden","Least concern","LC","Tree","","","","","","plant",NA,NA,NA,NA,"","","Unknown (no record found)","Acer rubrum L.","2011-0930.01","","41209/0-0075-2011","","","U",1,"","",NA,"2011-12-16","P","Planting","2011-0930","UBC Botanical Garden",930,"","UBC","Acer","","1","1",""
"79","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2012,"Extensive northwestern bed and lawn","","","Tree","","","","","Niagara Glen, Niagara Falls","seed",NA,NA,43.130556,-79.056667,"Canada","2012-0244.01","Niagara Parks Commission","Acer saccharum Marshall subsp. saccharum","2012-0244.04","","41412/0-5674-2012","","","W",4,"","",NA,"2019-03-05","O","Planting","2012-0244","UBC Botanical Garden",244,"","UBC","Acer","Slope between Carolinian and SW Marine Drive","1","122"," saccharum"
"80","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2012,"Extensive northwestern bed and lawn","","","Tree","","","","","Niagara Glen, Niagara Falls","seed",NA,NA,43.130556,-79.056667,"Canada","","Niagara Parks Commission","Acer saccharum Marshall subsp. saccharum","2012-0244.01","","41412/0-5674-2012","","","W",1,"","",NA,"2019-03-05","O","Planting","2012-0244","UBC Botanical Garden",244,"","UBC","Acer","Slope between Carolinian and SW Marine Drive","1","122"," saccharum"
"81","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. floridanum",2007,"Michaux","","","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Piroche Plants Inc","Acer saccharum Marshall subsp. floridanum (Chapm.) Desmarais","2007-0047.01","","38407/0-0539-2007","","","G",1,"","",NA,"2020-02-06","O","Planting","2007-0047","UBC Botanical Garden",47,"","UBC","Acer","","1","3"," floridanum"
"82","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Lawson","","","Tree","","","","","Palmerston - Small woodlot on the Parkinson Family Farm property outside Palmerston ON","plant",NA,NA,43.83634,-80.87771,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0118.01","","","bjs.17.002","","W",1,"","Stormes, Ben",NA,"2020-01-09","O","Planting","2017-0118","UBC Botanical Garden",118,"bjs.17.002","UBC","Acer","","15","15"," saccharum"
"83","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2012,"Extensive northwestern bed and lawn","","","Tree","","","","","Niagara Glen, Niagara Falls","seed",NA,NA,43.130556,-79.056667,"Canada","2012-0244.01","Niagara Parks Commission","Acer saccharum Marshall subsp. saccharum","2012-0244.03","","41412/0-5674-2012","","","W",3,"","",NA,"2019-03-05","O","Planting","2012-0244","UBC Botanical Garden",244,"","UBC","Acer","Slope between Carolinian and SW Marine Drive","1","122"," saccharum"
"84","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum",2007,"Rafinesque","Least concern","LC","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Cedar Rim Nursery Ltd.","Acer saccharum Marshall","2007-0127.03","","38487/0-0698-2007","","","G",3,"","",NA,"2020-01-21","O","Planting","2007-0127","UBC Botanical Garden",127,"","UBC","Acer","","1","7",""
"85","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. nigrum",2017,"Lawson","","","Tree","","","","","Bloc family properties, Woolwich County","seed",NA,NA,43.58103,-80.517744,"Canada","","Stormes, Ben","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","2017-0359.01","","","bjs.17.047","","W",1,"","Stormes, Ben",NA,"2020-01-09","O","Planting","2017-0359","UBC Botanical Garden",359,"bjs.17.047","UBC","Acer","","1","many"," nigrum"
"86","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Fraser","","","Tree","","","","","Thames Talbot Land Trust Property - Newport Forest","seed",NA,NA,42.62979,-81.775929,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0382.02","","","bjs.17.070","","W",2,"","Stormes, Ben",NA,"2020-01-08","O","Planting","2017-0382","UBC Botanical Garden",382,"bjs.17.070","UBC","Acer","","1","many"," saccharum"
"87","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. floridanum",2007,"Michaux","","","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Piroche Plants Inc","Acer saccharum Marshall subsp. floridanum (Chapm.) Desmarais","2007-0047.02","","38407/0-0539-2007","","","G",2,"","",NA,"2020-02-06","O","Planting","2007-0047","UBC Botanical Garden",47,"","UBC","Acer","","1","3"," floridanum"
"88","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Service Yard, Main Garden","","","Tree","","","","","Bloc family properties, Woolwich County","seed",NA,NA,43.658064,-80.512013,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0360.01","","","bjs.17.048","","W",1,"","Stormes, Ben",NA,"2020-06-03","O","Planting","2017-0360","UBC Botanical Garden",360,"bjs.17.048","UBC","Acer","","2","many"," saccharum"
"89","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Tradescant","","","Tree","","","","","Thames Talbot Land Trust Property - Newport Forest","seed",NA,NA,42.62979,-81.775929,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0382.04","","","bjs.17.070","","W",4,"","Stormes, Ben",NA,"2020-02-04","O","Planting","2017-0382","UBC Botanical Garden",382,"bjs.17.070","UBC","Acer","","1","many"," saccharum"
"90","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. nigrum",2017,"Clayton","","","Tree","","","","","Thames Talbot Land Trust Property - Joany's Woods","seed",NA,NA,43.159628,-81.801485,"Canada","","Stormes, Ben","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","2017-0371.02","","","bjs.17.059","","W",2,"","Stormes, Ben",NA,"2019-10-08","P","Planting","2017-0371","UBC Botanical Garden",371,"bjs.17.059","UBC","Acer","","1","many"," nigrum"
"91","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum",2007,"Clayton","Least concern","LC","Tree","","","","","","balled & burlapped plant",NA,NA,NA,NA,"","","Cedar Rim Nursery Ltd.","Acer saccharum Marshall","2007-0127.01","","38487/0-0698-2007","","","G",1,"","",NA,"2019-08-01","O","Planting","2007-0127","UBC Botanical Garden",127,"","UBC","Acer","","1","7",""
"92","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. nigrum",2017,"Marshall","","","Tree","","","","","Bloc family properties, Woolwich County","seed",NA,NA,43.58103,-80.517744,"Canada","","Stormes, Ben","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","2017-0359.03","","","bjs.17.047","","W",3,"","Stormes, Ben",NA,"2020-02-06","O","Planting","2017-0359","UBC Botanical Garden",359,"bjs.17.047","UBC","Acer","","1","many"," nigrum"
"93","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2012,"Extensive northwestern bed and lawn","","","Tree","","","","","Niagara Glen, Niagara Falls","seed",NA,NA,43.130556,-79.056667,"Canada","2012-0244.01","Niagara Parks Commission","Acer saccharum Marshall subsp. saccharum","2012-0244.02","","41412/0-5674-2012","","","W",2,"","",NA,"2019-03-05","O","Planting","2012-0244","UBC Botanical Garden",244,"","UBC","Acer","Slope between Carolinian and SW Marine Drive","1","122"," saccharum"
"94","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Fraser","","","Tree","","","","","Thames Talbot Land Trust Property - Newport Forest","seed",NA,NA,42.62979,-81.775929,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0382.03","","","bjs.17.070","","W",3,"","Stormes, Ben",NA,"2020-01-08","O","Planting","2017-0382","UBC Botanical Garden",382,"bjs.17.070","UBC","Acer","","1","many"," saccharum"
"95","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. nigrum",2017,"Marshall","","","Tree","","","","","Bloc family properties, Woolwich County","seed",NA,NA,43.58103,-80.517744,"Canada","","Stormes, Ben","Acer saccharum subsp. nigrum (F.Michx.) Desmarais","2017-0359.04","","","bjs.17.047","","W",4,"","Stormes, Ben",NA,"2020-02-06","O","Planting","2017-0359","UBC Botanical Garden",359,"bjs.17.047","UBC","Acer","","1","many"," nigrum"
"96","Acer saccharum","Maple",NA,NA,NA,NA,NA,"Acer saccharum subsp. saccharum",2017,"Fraser","","","Tree","","","","","Thames Talbot Land Trust Property - Newport Forest","seed",NA,NA,42.62979,-81.775929,"Canada","","Stormes, Ben","Acer saccharum Marshall subsp. saccharum","2017-0382.01","","","bjs.17.070","","W",1,"","Stormes, Ben",NA,"2020-01-08","O","Planting","2017-0382","UBC Botanical Garden",382,"bjs.17.070","UBC","Acer","","1","many"," saccharum"
