"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"412","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"2301-2011*D","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae",""
"413","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZE","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-E3","1"," "," "," ","Oleaceae",""
"414","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZI","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-G2","1"," "," "," ","Oleaceae",""
"415","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"2301-2011*E","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae",""
"416","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"2178-1998*A","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existants au Jardin Japonais et dans l'arboretum avant la création du JBM (voir obs.)"," ","PT","JPRE-ERS","1"," "," "," ","Oleaceae",""
"417","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZN","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-L1","1"," "," "," ","Oleaceae",""
"418","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"2301-2011*J","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERB","1"," "," "," ","Oleaceae",""
"419","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BI","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-S10","1"," "," "," ","Oleaceae",""
"420","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BH","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-S10","1"," "," "," ","Oleaceae",""
"421","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZL","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-H1","1"," "," "," ","Oleaceae",""
"422","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZP","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-O1","1"," "," "," ","Oleaceae",""
"423","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZT","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-N2","1"," "," "," ","Oleaceae",""
"424","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BA","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-H2","1"," "," "," ","Oleaceae",""
"425","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*TT","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-B1","1"," "," "," ","Oleaceae",""
"426","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZO","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-L1","1"," "," "," ","Oleaceae",""
"427","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZC","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-B2","1"," "," "," ","Oleaceae",""
"428","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"2301-2011*A","Fraxinus pennsylvanica","Fraxinus pennsylvanica","U","Existant dans nos collections, sans enregistrement"," ","XX","JPRE-ERC","1"," "," "," ","Oleaceae",""
"429","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZF","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-E2","1"," "," "," ","Oleaceae",""
"430","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZU","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-N7","1"," "," "," ","Oleaceae",""
"431","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZR","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-M2","1"," "," "," ","Oleaceae",""
"432","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BF","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-M2","1"," "," "," ","Oleaceae",""
"433","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BE","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-I2","1"," "," "," ","Oleaceae",""
"434","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*AM","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-M1","1"," "," "," ","Oleaceae",""
"435","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZJ","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-H2","1"," "," "," ","Oleaceae",""
"436","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*BD","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-I2","1"," "," "," ","Oleaceae",""
"437","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZM","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-K1","1"," "," "," ","Oleaceae",""
"438","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZB","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-A2","1"," "," "," ","Oleaceae",""
"439","Fraxinus pennsylvanica","Ash",NA,NA,NA,NA,NA,"1182-1995*ZQ","Fraxinus pennsylvanica","Fraxinus pennsylvanica","G","Existant dans l'Arboretum, secteur 1, sans numéro d'enregistrement"," ","PT","JSOU-K5","1"," "," "," ","Oleaceae",""
"440","Fraxinus quadrangulata","Ash",NA,NA,NA,NA,NA,"739-1940*A","Fraxinus quadrangulata","Fraxinus quadrangulata","U","University of California BG, Berkeley, USA"," ","SD","JQUE-1","1"," "," "," ","Oleaceae",""
"441","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1589-1989*B","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-L3","1"," "," "," ","Hamamelidaceae",""
"442","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1616-2007*A","Hamamelis virginiana","Hamamelis virginiana","G","Pép. Québec Multiplants "," ","PT","JPRE-ERC","3"," "," "," ","Hamamelidaceae",""
"443","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*C","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-J5","1"," "," "," ","Hamamelidaceae",""
"444","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*G","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-R2","2"," "," "," ","Hamamelidaceae",""
"445","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*E","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-N1","1"," "," "," ","Hamamelidaceae",""
"446","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2065-2000*C","Hamamelis virginiana","Hamamelis virginiana","G","Pép. Québec Multiplants "," ","PT","JPRE-ALP","1"," "," "," ","Hamamelidaceae",""
"447","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2065-2000*B","Hamamelis virginiana","Hamamelis virginiana","G","Pép. Québec Multiplants "," ","PT","JPRE-ERC","1"," "," "," ","Hamamelidaceae",""
"448","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2065-2000*A","Hamamelis virginiana","Hamamelis virginiana","G","Pép. Québec Multiplants "," ","PT","JPRE-ERC","1"," "," "," ","Hamamelidaceae",""
"449","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1201-1999*A","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JSEN","1"," "," "," ","Hamamelidaceae",""
"450","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1589-1989*A","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-C1","1"," "," "," ","Hamamelidaceae",""
"451","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*F","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-N7","1"," "," "," ","Hamamelidaceae",""
"452","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1589-1989*C","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Sheridan. Dorion, P.Q."," ","PT","JJAP-L2","2"," "," "," ","Hamamelidaceae",""
"453","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","120-2004*A","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Jasmin"," ","PT","JPRE-ERC","1"," "," "," ","Hamamelidaceae",""
"454","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","120-2004*B","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Jasmin"," ","PT","JMED","1"," "," "," ","Hamamelidaceae",""
"455","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","491-2009*A","Hamamelis virginiana","Hamamelis virginiana","G","Pépinière Villeneuve, Enr. L'Assomption, Québec."," ","PT","JCHI-B","2"," "," "," ","Hamamelidaceae",""
"456","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1283-2019*A","Hamamelis virginiana","Hamamelis virginiana","G","Pépinière François Lemay Inc."," ","PT","JJAP-L1","9"," "," "," ","Hamamelidaceae",""
"457","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*D","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-M1","1"," "," "," ","Hamamelidaceae",""
"458","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","870-1936*A","Hamamelis virginiana","Hamamelis virginiana","W","Pointe-aux-Chênes, Comté d'Argenteuil. Par Fr. Marie-Victorin","Canada: Québec: Pointe-au-Chêne.","PT","JFRU-07B","1"," "," "," ","Hamamelidaceae",""
"459","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1194-2015*A","Hamamelis virginiana 'Little Suzie'","Hamamelis virginiana 'Little Suzie'","G","Broken Arrow Nursery, Hamden, CT 06518."," ","PT","JFRU-19","1"," "," "," ","Hamamelidaceae","Little Suzie'"
"460","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1721-2012*A","Hamamelis virginiana","Hamamelis virginiana","W","Viola, Stefano","Canada: Québec: MRC Brome-Missisquoi: Farnham, au nord du chemin Audette, près de l'emprise Hydro-Québec. Forêt feuillue. 76 m. 45°14'15.98""N, 72°56'38.92""W. Coursol, F. s.n. 30 May 2012.","PT","JPRE-ERS","3"," "," "," ","Hamamelidaceae",""
"461","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","2437-1985*B","Hamamelis virginiana","Hamamelis virginiana","G","W.H. Perron, Ville de Laval, P.Q."," ","PT","JSOU-E3","1"," "," "," ","Hamamelidaceae",""
"462","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","120-2004*D","Hamamelis virginiana","Hamamelis virginiana","G","Pépinières Jasmin"," ","PT","JPRE-ERC","1"," "," "," ","Hamamelidaceae",""
"463","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1894-1968*B","Hamamelis virginiana","Parrotia persica","G","Herm. A. Hesse, Weener, All."," ","PT","JFRU-07A","1"," "," "," ","Hamamelidaceae",""
"464","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1313-1994*A","Hamamelis virginiana","Hamamelis japonica 'Zuccariniana'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JCHI-I","1"," "," "," ","Hamamelidaceae",""
"465","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","717-2014*A","Hamamelis virginiana","Hamamelis virginiana","W","JBM - Index Seminum no. 69 (2013)","Canada: Québec: MRC Deux-Montagnes: Parc national d'Oka. Forêt mixte. 24 m. 45°28'0.54""N, 74°3'8.51""W. Bailleul, S.M.; Coursol, F.; Gaudette, R. s.n. 13 Sep 2013.","SD","JPRE-ERC","3"," "," "," ","Hamamelidaceae",""
"466","Hamamelis virginiana","Witch-Hazel","","Graftstock","",NA,"","1193-2015*A","Hamamelis virginiana 'Lemon Lime'","Hamamelis virginiana 'Lemon Lime'","G","Broken Arrow Nursery, Hamden, CT 06518."," ","PT","JFRU-19","1"," "," "," ","Hamamelidaceae","Lemon Lime'"
"467","Hedysarum alpinum","Sainfoin",NA,NA,NA,NA,NA,"695-1996*A","Hedysarum alpinum","Hedysarum alpinum","G","Gardens North, NS"," ","SD","JALP-4","2"," "," "," ","Fabaceae",""
"468","Hedysarum alpinum","Sainfoin",NA,NA,NA,NA,NA,"1269-2012*A","Hedysarum alpinum","Hedysarum alpinum","G","Pépinière Indigo, QC"," ","PT","JALP-1","1"," "," "," ","Fabaceae",""
"469","Helianthus annuus","Sunflower","","","Abiotic",NA,"Salt Tolerance (AB)","412-1999*C","Helianthus annuus cv.","Helianthus annuus 'cv.'","G","Acquisition intermittente"," ","SD","JECO-TIN","1"," "," "," ","Asteraceae",""
"470","Helianthus annuus","Sunflower","","","Abiotic",NA,"Salt Tolerance (AB)","412-1999*B","Helianthus annuus cv.","Helianthus annuus 'cv.'","G","Acquisition intermittente"," ","SD","JECO-OLE","1"," "," "," ","Asteraceae",""
"471","Helianthus divaricatus","Sunflower","Tertiary","","",NA,"","1189-2003*A","Helianthus divaricatus","Helianthus divaricatus","W","Alain Meilleur","Canada: Québec: Eardley, Cté Gatineau. HEDI 03. 10 Jun 2001.","PT","JPRE-PIN","mass"," "," "," ","Asteraceae",""
"472","Helianthus divaricatus","Sunflower","Tertiary","","",NA,"","1188-2003*B","Helianthus divaricatus","Helianthus divaricatus","W","Alain Meilleur","Canada: Québec: Luskville, Cté Gatineau. HEDI 01. 19 Sep 2001.","SD","JPRE-PIN","mass"," "," "," ","Asteraceae",""
"473","Helianthus divaricatus","Sunflower","Tertiary","","",NA,"","1188-2003*A","Helianthus divaricatus","Helianthus divaricatus","W","Alain Meilleur","Canada: Québec: Luskville, Cté Gatineau. HEDI 01. 19 Sep 2001.","SD","JVIV-L3","mass"," "," "," ","Asteraceae",""
"474","Helianthus divaricatus","Sunflower","Tertiary","","",NA,"","2072-2014*A","Helianthus divaricatus","Helianthus divaricatus","W","Bailleul, S.M. (Botaniste)","Canada: Québec: L'Isle-aux-Allumettes, chemin Cottage. Forêt mixte. 118 m. 45°48'15.3""N, 76°58'1.75""W. Bailleul, S.M.; Coursol, F.; Blais, P. s.n. 7 Sep 2014.","PT","JVIV-L3","mass"," "," "," ","Asteraceae",""
"475","Helianthus giganteus","Sunflower","Tertiary","","Abiotic",NA,"Waterlogging Tolerance (AB)","1960-1996*B","Helianthus giganteus","Helianthus giganteus","G","Provenance inconnue, Jardin japonais"," ","PT","JJAP-G5","mass"," "," "," ","Asteraceae",""
"476","Helianthus x laetiflorus","Sunflower","Tertiary","","Agronomic",NA,"Crop Quality (AG)","293-2017*A","Helianthus x laetiflorus","Helianthus x laetiflorus","G","Jelitto Perennial Seeds, Germany"," ","SD","JVIV-T1","mass"," "," "," ","Asteraceae",""
"477","Humulus lupulus","Hop","","","",NA,"","2580-1994*A","Humulus lupulus","Humulus lupulus","G","Jardin économique, JBM"," ","PT","JECO-ARO","mass"," "," "," ","Cannabaceae",""
"478","Humulus lupulus","Hop","","","",NA,"","969-2008*A","Humulus lupulus 'Mount Hood'","Humulus lupulus cv.","G","Richters Herbs, Canada"," ","SD","JECO-FRU","1"," "," "," ","Cannabaceae","Mount Hood'"
"479","Humulus lupulus","Hop","","","",NA,"","978-2008*A","Humulus lupulus 'Nugget'","Humulus lupulus 'Nugget'","G","Pép. Jasmin, Saint-Laurent"," ","PT","JECO-FRU","1"," "," "," ","Cannabaceae","Nugget'"
"480","Humulus lupulus","Hop","","","",NA,"","1280-2016*B","Humulus lupulus","Humulus lupulus","W","Vacratot UBG, Hongrie","Hungary: Lake BALATON area, near village ZÁNKA. Disturbed grassland and xerophilous bush on limestone. 100-500 m. Géza Kósa s.n. 1 Jul 2015.","SD","JMED","1"," "," "," ","Cannabaceae",""
"481","Humulus lupulus","Hop","","","",NA,"","1805-1951*A","Humulus lupulus 'Aureus'","Humulus lupulus 'Aureus'","G","H.A. Hesse, Weener, Allemagne"," ","PT","JSOU-H2","3"," "," "," ","Cannabaceae","Aureus'"
"482","Humulus lupulus","Hop","","","",NA,"","1498-1943*A","Humulus lupulus","Humulus lupulus","G","M. Jurak, Dept. Agr. Prov., Québec"," ","PT","JMED","26"," "," "," ","Cannabaceae",""
"483","Juglans cinerea","Walnut","","","",NA,"","2052-1939*A","Juglans cinerea","Juglans cinerea","W","JBM - Index Seminum no. 3","Canada: Québec: MRC La-Rivière-du-Nord: Saint-Hippolyte, Lac-Connelly. René Meilleur s.n. 3 Sep 1938.","SD","JQUE-4","1","v","Alain Cogliastro, Amina Ouali","01-Jul-15","Juglandaceae",""
"484","Juglans cinerea","Walnut","","","",NA,"","2105-2008*A","Juglans cinerea","Juglans cinerea","U","Du JBM de provenance inconnue"," ","EX","JQUE-1","1","v","Alain Cogliastro, Amina Ouali","01-Jul-15","Juglandaceae",""
"485","Juglans nigra","Walnut","","","",NA,"","1250-1995*A","Juglans nigra","Juglans sp.","G","Existant dans l'Arboretum"," ","PT","JSOU-C3","1","v","Alain Cogliastro","05-Jun-18","Juglandaceae",""
"486","Juglans nigra","Walnut","","","",NA,"","1250-1995*B","Juglans nigra","Juglans sp.","G","Existant dans l'Arboretum"," ","PT","JSOU-E1","1","(v)"," "," ","Juglandaceae",""
"487","Juglans nigra","Walnut","","","",NA,"","2327-1950*A","Juglans nigra","Juglans nigra","G","Sem. réc. sur 1647-49 J. nigra/N.J."," ","SD","JALP-T","1"," "," "," ","Juglandaceae",""
"488","Magnolia acuminata","Magnolia","Progenitor","","Agronomic",NA,"Ornamental Features (AG)","1859-1980*B","Magnolia acuminata","Magnolia acuminata","G","Morgan Arboretum, QC"," ","PT","JFRU-09C","1"," "," "," ","Magnoliaceae",""
"489","Magnolia acuminata","Magnolia","Progenitor","","Agronomic",NA,"Ornamental Features (AG)","1254-1998*A","Magnolia acuminata 'Golden Glow'","Magnolia acuminata 'Golden Glow'","G","Kato's Nursery Ltd. Abbotsford, B.C. V4X lS3"," ","PT","JFRU-08A","1"," "," "," ","Magnoliaceae","Golden Glow'"
"490","Mentha arvensis","Mint",NA,NA,NA,NA,NA,"385-1951*A","Mentha arvensis","Mentha arvensis","U","Jardin botanique de l'université de Liège, Belgique"," ","SD","JMON","mass"," "," "," ","Lamiaceae",""
"491","Mentha arvensis","Mint",NA,NA,NA,NA,NA,"1636-2009*A","Mentha arvensis","Mentha arvensis","G","Pépinière Indigo, QC"," ","PT","JINS-MAR","12"," "," "," ","Lamiaceae",""
"492","Mentha canadensis","Mint, Corn","Secondary","","",NA,"","1994-2001*B","Mentha canadensis","Mentha canadensis","G","Pépinière Indigo, QC"," ","PT","JPRE-PES","10"," "," "," ","Lamiaceae",""
